index,original_orientation,orientation,original_roof_transfer,roof_transfer,original_wall_transfer,wall_transfer,original_window_transfer,window_transfer,output1,output2
0,-179,0.002777777777777778,0.3869743824111811,0.10628680830043746,1.3232072100421868,0.4530397074230322,4.701914474224568,0.7049805623237655,0.37229794520547943,24172.84
1,58,0.6611111111111111,0.9996106256818079,0.33318912062289185,0.7699487565405798,0.24812916908910368,3.420969747118208,0.4138567607086836,0.38443721461187214,20440.989999999998
2,35,0.5972222222222222,1.7736458410566458,0.6198688300209799,2.6627232352165597,0.9491567537839111,2.452004645524271,0.19363741943733428,0.38323858447488585,20793.300000000003
3,-162,0.05,2.2449771335421422,0.7944359753859787,2.7938507550875995,0.9977225018842962,3.8078614021112824,0.5017866822980187,0.37153767123287673,23815.75
4,119,0.8305555555555556,1.9455761766991173,0.6835467321107842,2.02825496556329,0.7141685057641816,4.269813209565363,0.6067757294466735,0.3692922374429224,24641.79
5,-112,0.18888888888888888,2.6093512623614257,0.9293893564301577,2.2461456516411644,0.7948687598670979,2.655870330189397,0.23997052958849927,0.38207762557077624,20703.76
6,-110,0.19444444444444445,2.6034840794320533,0.9272163257155753,0.6430953833009184,0.20114643825959944,5.620709939562062,0.9137977135368323,0.3672568493150685,24086.36
7,24,0.5666666666666667,2.257247596128115,0.7989805911585611,1.582228631675343,0.5489735672871641,3.4681359832160794,0.42457635982183617,0.3761609589041096,22455.68
8,-18,0.45,1.629946509836124,0.5666468554948608,1.2234984112413794,0.4161105226819924,3.245083573675373,0.3738826303807666,0.3839417808219178,21142.29
9,32,0.5888888888888889,1.1200393354333131,0.37779234645678267,0.2546444849881989,0.05727573518081442,5.804162668221899,0.955491515504977,0.37682648401826485,21287.559999999998
10,-99,0.225,2.3024355295522168,0.8157168627971174,1.920056179248766,0.6740948812032467,3.054146904788001,0.33048793290636386,0.381925799086758,21358.19
11,26,0.5722222222222222,2.5557920946272352,0.9095526276397168,0.1855205427849112,0.03167427510552267,2.6141977841319415,0.23049949639362302,0.4433025114155251,12835.330000000002
12,136,0.8777777777777778,1.0317789195992897,0.3451033035552925,1.3182418845916015,0.45120069799688944,5.222341561165811,0.8232594457195024,0.36461187214611873,25481.79
13,-56,0.34444444444444444,1.762239090845676,0.6156441077206207,1.834771101668197,0.6425078154326656,1.9917573385016083,0.0890357587503655,0.39366438356164385,19013.21
14,120,0.8333333333333334,1.3329432291003234,0.4566456404075272,2.4764328139484126,0.8801603014623751,4.072847951831859,0.5620108981436043,0.37009132420091323,24536.600000000002
15,20,0.5555555555555556,1.0072859088841086,0.3360318181052255,0.11019300355136924,0.0037751865005071243,5.8922113154730145,0.9755025716984124,0.40001940639269407,17819.09
16,135,0.875,1.521988188608272,0.5266622920771378,2.526853735205701,0.8988347167428522,3.5045882257044108,0.43286096038736604,0.37488584474885844,23336.68
17,137,0.8805555555555555,1.1483660285160637,0.3882837142652088,0.2083969877147493,0.040147032486944186,5.397653746421444,0.8631031241866917,0.39140068493150687,19339.36
18,53,0.6472222222222223,0.8133074510898076,0.26418794484807695,1.9714495632983995,0.6931294678882961,4.316639148353685,0.6174179882622011,0.36400342465753427,24569.8
19,-52,0.35555555555555557,2.6094555989832418,0.9294279996234229,1.409994025489746,0.4851829724036097,4.919778604956429,0.7544951374900974,0.3607111872146119,25524.079999999998
20,137,0.8805555555555555,0.3909769572819548,0.10776924343776106,0.6973355596349289,0.2212353924573811,2.4608536453243155,0.19564855575552623,0.40536529680365296,17534.05
21,106,0.7944444444444444,2.6361173071236808,0.939302706342104,2.7117646465106016,0.967320239448371,1.6294198163667357,0.006686321901530824,0.4016929223744292,18293.76
22,20,0.5555555555555556,0.6193237720980068,0.19234213781407664,2.7607681876002386,0.9854696991111995,3.9281542200779445,0.5291259591086237,0.36841666666666667,24269.05
23,-32,0.4111111111111111,1.7728219991927214,0.6195637034047117,2.3890007686291765,0.8477780624552507,2.2201854144755027,0.14095123056261422,0.38845091324200914,19818.2
24,-2,0.49444444444444446,2.4042790843772814,0.8534366979175116,1.07273027113116,0.3602704707893185,2.3961649054498015,0.1809465694204094,0.4001141552511416,18507.77
25,131,0.8638888888888889,0.31373081875443254,0.07915956250164169,0.5268687715564422,0.15809954502090454,2.6783376965641974,0.24507674921913572,0.4065068493150685,17438.7
26,-32,0.4111111111111111,1.953655480728785,0.6865390669365871,1.3815912696971646,0.4746634332211721,1.7948644309244945,0.04428737066465783,0.4001712328767123,17622.9
27,138,0.8833333333333333,1.8514317014474446,0.6486784079434981,1.3046659886765586,0.4461725883987254,2.0917963129961907,0.11177188931731605,0.4000947488584475,18251.09
28,-16,0.45555555555555555,0.2821958711077291,0.06747995226212189,2.169783369311869,0.76658643307847,2.407980736511512,0.18363198557079816,0.3896312785388128,19996.56
29,-165,0.041666666666666664,2.4744899600791945,0.8794407259552572,1.315107545188115,0.4500398315511537,5.545105048528791,0.8966147837565434,0.36362214611872146,25936.48
30,-53,0.3527777777777778,2.1509545813598536,0.7596128079110569,2.3055258483825325,0.8168614253268639,2.4275580665980114,0.1880813787722753,0.384189497716895,20636.76
31,-37,0.3972222222222222,0.8594559293435812,0.28127997383095604,0.9637458143241482,0.31990585715709197,4.406764747608094,0.6379010790018393,0.3703767123287671,23278.52
32,-148,0.08888888888888889,2.702849140464608,0.9640182001720771,1.5139060244391613,0.5236688979404301,5.589062960620658,0.9066052183228767,0.3581050228310502,26603.260000000002
33,123,0.8416666666666667,2.6897846540798622,0.9591795015110601,2.3033819036462324,0.8160673717208269,3.0304341318346695,0.3250986663260612,0.38124086757990866,22082.78
34,35,0.5972222222222222,1.7516531938843223,0.6117234051423416,0.23615602251054701,0.05042815648538779,2.580650200664234,0.2228750456055077,0.4302134703196347,13867.69
35,92,0.7555555555555555,0.15464572368491009,0.020239156920337068,1.9864115877641118,0.6986709584311526,1.732820723289399,0.030186528020317946,0.40412899543378994,17980.57
36,90,0.75,2.761819845319828,0.9858592019703067,0.5424150448716242,0.1638574240265275,3.622150416668048,0.45957964015182906,0.3952625570776256,19623.26
37,145,0.9027777777777778,0.31930068468259193,0.08122247580836739,1.1655848527619066,0.39466105657848394,4.973781255290396,0.7667684671114535,0.3687785388127854,24585.059999999998
38,-122,0.16111111111111112,2.1821190171733367,0.7711551915456802,0.9921832431449357,0.33043823820182805,2.377184630456653,0.17663287055833016,0.3944634703196347,18424.08
39,-63,0.325,1.8406549589635348,0.6446870218383463,2.014652356333597,0.7091305023457768,5.428054635217059,0.870012417094786,0.3562214611872146,26964.21
40,-83,0.26944444444444443,0.7520027864579494,0.24148251350294425,1.5455267680779619,0.5353802844733192,3.26487905922352,0.37838160436898177,0.38188698630136986,21702.370000000003
41,84,0.7333333333333333,0.7714390764517284,0.2486811394265661,1.0155320962510384,0.3390859615744587,5.527353729998422,0.8925803931814595,0.3661335616438356,25224.600000000002
42,111,0.8083333333333333,0.9734467042859332,0.32349877936516047,2.467921360779092,0.8770079113996637,3.9884631087837517,0.5428325247235799,0.37226027397260275,24250.1
43,-37,0.3972222222222222,0.6745060521263779,0.21278001930606594,1.626440734244997,0.5653484200907396,5.375394394611652,0.8580441805935571,0.3561837899543379,26412.350000000002
44,-170,0.027777777777777776,1.5139369475445872,0.5236803509424397,0.41212230421409723,0.11560085341262863,2.5515431899435974,0.2162598158962721,0.4203002283105023,15755.15
45,105,0.7916666666666666,0.388898108988771,0.10699929962547075,1.4482422129640904,0.49934896776447796,1.9460204114460862,0.0786410026013832,0.40350114155251143,18161.48
46,-54,0.35,2.6716281156675175,0.9524548576546361,2.5045355091145165,0.8905687070794506,3.063765213637498,0.3326739121903404,0.37560844748858446,22425.190000000002
47,1,0.5027777777777778,2.518556810366322,0.8957617816171562,2.538815311312801,0.9032649301158523,1.7730459366338822,0.03932862196224594,0.39781164383561646,18528.91
48,76,0.7111111111111111,0.9344347830799161,0.30904991965922823,0.2931624044187563,0.07154163126620604,4.64525668469331,0.6921037919757521,0.3927134703196347,19198.05
49,100,0.7777777777777778,1.0951778701911985,0.3685843963671106,2.646961352551949,0.9433190194636849,1.856457153199168,0.05828571663617453,0.3988207762557078,18866.309999999998
50,151,0.9194444444444444,1.6239184116464662,0.5644142265357283,1.399997249164424,0.48148046265349037,3.125894274522347,0.3467941533005333,0.3860536529680365,20964.66
51,-17,0.4527777777777778,1.1575279814562935,0.39167703016899763,1.3116102631674096,0.44874454191385543,3.9727017951109973,0.5392504079797721,0.3744098173515982,22937.05
52,-46,0.37222222222222223,2.3838851385920536,0.8458833846637236,1.3044770159588706,0.4461025985032854,1.7435277331806747,0.03261993935924422,0.4002283105022831,17658.61
53,-36,0.4,0.9579111419315808,0.317744867382067,0.16436307557302804,0.023838176138158532,2.1308684764640593,0.12065192646910436,0.46213812785388125,10907.85
54,80,0.7222222222222222,2.663012454543423,0.9492638720531197,1.808895314847428,0.6329241906842327,3.5023753074529904,0.43235802442113414,0.37931849315068494,22379.890000000003
55,-92,0.24444444444444444,2.031411347792955,0.715337536219613,1.6868548232907623,0.5877240086262083,3.1997754644496914,0.36358533282947525,0.3817728310502283,21486.75
56,172,0.9777777777777777,0.8634735487143158,0.2827679810053022,0.6510661121118537,0.20409856004142735,2.0908019329756304,0.1115458938580978,0.4174851598173516,15959.3
57,152,0.9222222222222223,2.1319718464267985,0.7525821653432587,1.9404474818213886,0.6816472154894032,4.1395992811724245,0.5771816548119146,0.3725833333333333,23820.43
58,-4,0.4888888888888889,2.439986631828543,0.8666617154920531,1.1254545006459284,0.3797979632021957,4.81783201398634,0.7313254577241681,0.3698436073059361,24251.07
59,19,0.5527777777777778,1.2034957535371547,0.40870213093968694,0.49802174541359123,0.14741546126429309,2.0716848460231776,0.10720110136890397,0.41957762557077627,15419.920000000002
60,-121,0.1638888888888889,0.3094268416380954,0.07756549690299831,1.103003013662959,0.3714825976529478,2.766149897417554,0.2650340675948986,0.3872146118721461,19693.41
61,-33,0.4083333333333333,1.238139750999622,0.42153324111097107,1.6212791731910903,0.5634367308115149,3.716477083711149,0.4810175190252611,0.3726974885844749,23001.88
62,-16,0.45555555555555555,1.4028793808318496,0.48254791882661097,0.31882889510620005,0.08104773892822224,2.501462665498128,0.20487787852230174,0.42696004566210044,14606.5
63,-144,0.1,1.9843368091208726,0.6979025218966195,2.5795707916505504,0.9183595524631668,1.6968371116103032,0.022008434456887056,0.3929029680365297,18559.91
64,137,0.8805555555555555,1.5063063910082355,0.5208542188919391,1.780239549903325,0.6223109444086389,3.053381316316872,0.3303139355265618,0.3840559360730594,21426.95
65,128,0.8555555555555555,2.6772744987053287,0.9545461106316033,1.1355133601329317,0.38352346671590065,3.085077681387771,0.33751765486085705,0.386777397260274,20886.01
66,87,0.7416666666666667,0.8318992561113282,0.2710737985597512,2.670861369492211,0.9521708775897079,5.0245999938549115,0.7783181804215707,0.3636986301369863,26065.87
67,-37,0.3972222222222222,0.937838334004553,0.3103104940757604,0.6090455267747195,0.18853538028693315,4.528582447527965,0.6655869198927192,0.37439155251141554,22143.99
68,146,0.9055555555555556,1.128558314404268,0.38094752385343256,2.074001296293504,0.7311115912198163,4.284135871056728,0.61003087978562,0.369939497716895,24304.7
69,-52,0.35555555555555557,0.33299155031724426,0.08629316678416454,0.5524426227357889,0.16757134175399593,3.044713362428687,0.32834394600651967,0.3956815068493151,18680.36
70,28,0.5777777777777777,2.788263184292109,0.9956530312192996,1.6760764599255038,0.583732022194631,5.663558360350589,0.9235359909887702,0.354337899543379,27082.64
71,161,0.9472222222222222,2.494877987197139,0.8869918471100515,0.15986593898601725,0.022172569994821204,4.365918626220162,0.6286178695954913,0.4210239726027397,15782.39
72,82,0.7277777777777777,0.9657079674139579,0.32063258052368815,1.907352239097742,0.6693897181843489,1.890171286777281,0.06594801972210931,0.4011986301369863,18257.07
73,-30,0.4166666666666667,1.198747488284727,0.40694351417952856,1.0899498712185853,0.36664810045132795,2.3727802770494035,0.17563188114759168,0.3960422374429224,18704.29
74,15,0.5416666666666666,1.5663499241748806,0.5430925645092151,1.6524132524143254,0.574967871264565,5.635343769723196,0.9171235840279991,0.3575148401826484,26814.07
75,113,0.8138888888888889,0.9591409175023987,0.3182003398157033,1.7381841594492533,0.6067348738700938,2.742537335876002,0.259667576335455,0.38860388127853884,20795.370000000003
76,80,0.7222222222222222,2.6328226616828276,0.9380824672899363,1.833189701952751,0.6419221118343522,3.518358311719421,0.43599052539077743,0.37895776255707764,22438.370000000003
77,143,0.8972222222222223,1.7714051726532933,0.6190389528345531,0.565322086049955,0.17234151335183523,4.683239188881058,0.7007361792911494,0.3800228310502283,21932.63
78,71,0.6972222222222222,1.2362560710729982,0.4208355818788882,0.10267520535104561,0.000990816796683559,5.574093462298514,0.9032030596132985,0.4070970319634703,16765.71
79,158,0.9388888888888889,0.6566592789028499,0.20617010329735186,1.9406940835530904,0.6817385494641076,5.96952011431924,0.9930727532543726,0.35977968036529684,27169.07
80,85,0.7361111111111112,1.6990421770479132,0.592237843351079,1.4423288033749062,0.4971588160647801,5.438862994879662,0.8724688624726503,0.36461187214611873,25867.25
81,-129,0.14166666666666666,0.8996417853115238,0.2961636241894533,0.10641900543284886,0.002377409419573652,3.754900505434819,0.48975011487154974,0.4384132420091324,13247.44
82,44,0.6222222222222222,1.3454981632260392,0.46129561600964414,1.040571851891196,0.34835994514488744,2.6532734231474184,0.23938032344259505,0.38964954337899543,19555.579999999998
83,119,0.8305555555555556,2.588557236139902,0.9216878652370009,2.613540547620311,0.9309409435630781,5.294624582923927,0.8396874052099832,0.35974086757990864,27033.13
84,19,0.5527777777777778,0.6409091409632458,0.20033671887527627,1.3284930943642261,0.4549974423571208,3.2185053971665543,0.3678421357196714,0.38139269406392695,21421.23
85,-65,0.3194444444444444,2.690978063644522,0.9596215050535267,0.28161670158387464,0.06726544503106469,5.084677403174776,0.7919721370851763,0.3855022831050228,20283.67
86,-115,0.18055555555555555,1.849127202573245,0.6478248898419426,1.974706935581348,0.694335902067166,4.3582483325574195,0.6268746210357771,0.36520205479452056,24425.239999999998
87,-30,0.4166666666666667,2.3133761387649803,0.819768940283326,2.3567194849635316,0.8358220314679747,5.311127390711551,0.8434380433435342,0.3553082191780822,26842.18
88,106,0.7944444444444444,0.4549512559089718,0.131463428114434,1.9499972121471887,0.685184152647107,4.556304409211846,0.6718873657299649,0.3692157534246575,25001.620000000003
89,79,0.7194444444444444,1.402860899668077,0.4825410739511396,0.33590117370869255,0.08737080507729354,4.861577230317524,0.7412675523448917,0.3877283105022831,20192.84
90,-154,0.07222222222222222,2.4358894673068083,0.8651442471506698,1.134552118423749,0.3831674512680552,3.121203294798434,0.3457280215450986,0.38538812785388127,20770.690000000002
91,-129,0.14166666666666666,0.381917219563654,0.10441378502357557,1.6918577501848755,0.5895769445129169,2.9201273861024912,0.30002895138692975,0.37981392694063926,21115.93
92,-156,0.06666666666666667,2.78797562826078,0.9955465289854742,1.6221143420686752,0.5637460526180279,3.4920649929979266,0.43001477113589237,0.3778538812785388,22397.89
93,176,0.9888888888888889,0.7944893333198368,0.2572182715999396,2.0964075553777763,0.7394102056954728,3.3794562063916205,0.40442186508900463,0.3824200913242009,22086.260000000002
94,-25,0.4305555555555556,0.9289484956018774,0.3070179613340287,1.3565893977603436,0.4654034806519791,4.345637501982528,0.6240085231778473,0.36883561643835616,23868.910000000003
95,-167,0.03611111111111111,2.07613127467672,0.731900472102489,0.597060642713403,0.18409653433829742,4.022089585141755,0.5504749057140351,0.3884897260273973,20687.59
96,97,0.7694444444444445,1.5869664835423243,0.5507283272378979,1.2306738537642186,0.41876809398674764,3.3309765940147016,0.3934037713669776,0.3863013698630137,21404.449999999997
97,162,0.95,0.5100684155235634,0.15187719093465313,0.2921839486556202,0.0711792402428223,1.8410377992613758,0.05478131801394902,0.45072260273972603,12210.900000000001
98,-68,0.3111111111111111,0.1144478463080073,0.005351054188150853,0.4437328007457494,0.12730844472064795,3.168065860089059,0.3563786045656952,0.4032534246575342,17894.74
99,-47,0.36944444444444446,1.326734510335901,0.4543461149392226,0.8979700709060164,0.29554447070593204,3.757696266630722,0.4903855151433459,0.3766175799086758,22022.940000000002
